account_id;in_degree;out_degree;total_in;ratio;avg_retention_hours;probabilidade_fraude;predicao_classe;is_fraud_real;role;total_out
acc037192;1;2;13409,65;2,0061522812658934;-886,5070833333333;0,002925192;0;0;Honest;26901,82
acc044863;4;1;17606,690000000002;0,03134772558173877;-770,9084722222223;0,0025870083;0;0;Honest;551,93
acc015615;5;1;6196,58;0,2407501545204701;398,75961111111116;0,003533026;0;0;Honest;1491,83
acc004629;3;4;4917,0;3,988456399315844;-270,8576851852089;0,002624129;0;0;Honest;19611,28
acc009741;1;3;507,51;7,807258827238336;-479,8535185185422;0,0010410447;0;0;Honest;3962,34
acc023630;2;6;1564,1999999999998;4,270884344173737;244,08064814812445;0,0014545663;0;0;Honest;6680,56
acc005501;9;9;122433,8;0,8649875389812667;-382,32274691356446;0,99259865;1;1;Mule;105903,72
acc018478;4;4;15781,63;1,043120993762372;-278,4479166666667;0,017435148;0;0;Honest;16462,16
acc026234;2;1;3881,79;0,49280230820753257;-601,2281944444444;0,002735827;0;0;Honest;1912,96
acc032642;21;5;405700,13;0,02666254934001255;-23,47082275128889;0,99259865;1;1;Boss;10817,0
acc013947;2;3;3139,38;1,3775606089080998;154,9175000000711;0,0019325764;0;0;Honest;4324,7
acc006088;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;2169,89
acc002091;1;1;2000,0;0,15675921620391897;-999,5358333333334;0,003258761;0;0;Honest;313,52
acc037420;2;3;3781,92;1,4857414071651247;-157,82643518520888;0,0034099324;0;0;Honest;5618,97
acc032835;2;1;3572,62;1,416012853276158;-465,2423611111111;0,0021579538;0;0;Honest;5058,89
acc020324;2;4;3542,76;4,49007979631757;-439,07958333333335;0,0019732907;0;0;Honest;15907,32
acc031115;2;2;13377,789999999999;0,8630731510412772;-24,068055555555556;0,0052359723;0;0;Honest;11546,019999999999
acc016327;1;1;10749,72;0,021622868667399087;773,5113888888889;0,0035796016;0;0;Honest;232,44
acc017560;4;6;18865,84;0,8514018716357864;-266,71444444444444;0,056175992;0;0;Honest;16062,42
acc023400;4;2;5882,25;2,671612611479261;353,4579166666667;0,0031486452;0;0;Honest;15715,119999999999
acc043760;4;2;4911,5599999999995;0,6076509140661744;1370,5584722222222;0,0028434058;0;0;Honest;2984,52
acc005211;4;0;5319,18;0,0;0,0;0,0023909425;0;0;Honest;0,0
acc004667;2;6;12668,369999999999;2,5512109677796215;372,37694444444446;0,0045554345;0;0;Honest;32319,71
acc013208;2;3;4204,99;3,621393579072533;-668,8086574074312;0,001543431;0;0;Honest;15227,960000000001
acc009201;2;4;1878,17;8,970993195540363;-595,5338194444801;0,0014814361;0;0;Honest;16849,14
acc038958;3;2;3992,76;4,171417336836332;119,74699074076445;0,0015404432;0;0;Honest;16655,510000000002
acc026483;4;4;7199,37;0,810503126658129;163,23256944448002;0,0050804056;0;0;Honest;5835,120000000001
acc011451;5;1;7685,22;0,020500362383428995;68,6866111111111;0,0029096608;0;0;Honest;157,55
acc019935;2;5;4027,46;1,2835725654070669;-580,7890277777777;0,008554843;0;0;Honest;5169,55
acc011076;5;1;6978,32;0,32031159317487135;-219,3746111111111;0,003926341;0;0;Honest;2235,24
acc014879;4;4;88720,57;0,8472859397447582;312,2286111111111;0,99259865;1;1;Mule;75171,7
acc023750;3;1;3715,4;0,35756215330205815;621,2454629629867;0,002511134;0;0;Honest;1328,49
acc021806;2;4;2007,52;1,3182418195493966;698,5070833333333;0,0027455545;0;0;Honest;2646,41
acc043357;2;3;2798,37;1,9326932010663311;-69,04574074069333;0,0014485243;0;0;Honest;5408,41
acc031594;3;7;30468,34;0,7690905480605285;269,3353439153778;0,820106;1;0;Honest;23432,920000000002
acc036509;5;4;2271,86;20,761161510121614;226,05706944440888;0,0019484579;0;0;Honest;47166,659999999996
acc022129;3;2;2261,84;0,6778168313548643;1011,719027777849;0,0032802643;0;0;Honest;1533,12
acc035774;1;0;157,32;0,0;0,0;0,0025023941;0;0;Honest;0,0
acc044644;21;6;457773,51;0,029300100189281374;-476,26339947100445;0,9920724;1;1;Boss;13412,810000000001
acc005894;6;4;19003,94;0,5209632734247355;-60,97844907399111;0,017622516;0;0;Honest;9900,36
acc026511;2;1;4860,39;1,9776973088634677;84,77513888888889;0,0025884262;0;0;Honest;9612,4
acc015572;5;2;22947,23;0,8333485857122687;-258,1211666666667;0,09090753;0;0;Honest;19123,05
acc031672;2;1;14299,67;0,3178854351985499;63,46986111111111;0,00818973;0;0;Honest;4545,66
acc023797;2;3;9695,41;0,9772346118063994;-51,97703703701334;0,004613142;0;0;Honest;9474,7
acc027660;24;1;447842,08999999997;0,0016388365452912983;30,204398148124444;0,99259865;1;1;Boss;733,94
acc017749;1;1;112,75;19,087531039375662;297,22805555555556;0,0015592708;0;0;Honest;2152,31
acc004709;1;2;2152,31;16,99498680493607;-653,8604166666667;0,0010410447;0;0;Honest;36578,65
acc010008;2;3;1357,33;6,001746062150972;901,1341666666667;0,0012071852;0;0;Honest;8146,41
acc012257;2;4;14739,84;0,46405289063321536;478,8331250000356;0,007981143;0;0;Honest;6840,07
acc020970;27;1;418667,41000000003;0,0035823422801802914;-188,88422839509332;0,99259865;1;1;Boss;1499,81
acc006695;4;1;11407,96;0,6545730747889414;-222,64270833336892;0,016459944;0;0;Honest;7467,35
acc008405;21;4;515609,54000000004;0,029427402964122752;51,788217592533336;0,99259865;1;1;Boss;15173,05
acc015595;3;3;17820,68;2,8209861683245716;-305,52870370368004;0,0057266075;0;0;Honest;50271,920000000006
acc016071;1;3;12864,57;1,0883386787598197;872,6325;0,006672227;0;0;Honest;14001,02
acc017646;2;0;1147,36;0,0;0,0;0,0024297568;0;0;Honest;0,0
acc042903;3;3;5200,99;1,6096385310517207;308,26953703708443;0,0029823426;0;0;Honest;8371,73
acc023206;2;1;7941,82;5,319573700268075;-93,75680555555556;0,0018703297;0;0;Honest;42247,15
acc031730;2;1;2039,52;0,32627124876809854;773,51875;0,0026878996;0;0;Honest;665,44
acc002406;1;1;665,44;0,7096400931700353;-1778,2288888888888;0,0069761393;0;0;Honest;472,23
acc037513;2;3;1244,2299999999998;3,9521716067639687;722,2864351852089;0,0012960254;0;0;Honest;4917,45
acc030296;3;1;4596,110000000001;0,15129065385586102;-523,2558333333334;0,0036844995;0;0;Honest;695,35
acc010644;3;4;5013,67;2,4886131544095353;-167,5564120370489;0,004597286;0;0;Honest;12477,11
acc016276;8;6;115445,29;0,8675553703788722;194,69688657408003;0,99259865;1;1;Mule;100155,19
acc001506;15;1;199669,38;0,005301764081114285;585,5335370370134;0,99259865;1;1;Boss;1058,6
acc037921;2;3;14415,169999999998;0,9640621899969338;945,1660648148622;0,006788337;0;0;Honest;13897,13
acc025567;3;4;5045,44;2,995098554142842;243,18912037034667;0,0026122152;0;0;Honest;15111,62
acc009891;2;3;1663,93;4,07400507229828;-589,2242592593067;0,0010410447;0;0;Honest;6778,9
acc002806;3;2;12863,23;0,31041945886106453;64,54157407409778;0,007967714;0;0;Honest;3993,0
acc032587;3;1;2170,76;1,0881668716630502;-229,92962962965333;0,002412966;0;0;Honest;2362,16
acc002862;2;2;2815,6099999999997;0,9078533324809457;617,0665277777778;0,0025075208;0;0;Honest;2556,17
acc032848;2;3;2420,1699999999996;2,93012090009834;506,95763888896005;0,0015490162;0;0;Honest;7091,42
acc043952;3;2;18367,18;0,8080049261754249;-3,6044444443733337;0,059635792;0;0;Honest;14840,78
acc033211;1;3;826,64;31,16011613137362;430,3945370370133;0,001240835;0;0;Honest;25758,510000000002
acc032921;5;4;113086,08;0,863360029513798;137,82619444444444;0,99259865;1;1;Mule;97634,01000000001
acc005332;14;1;230617,09;0,009191425961041048;722,8970833333333;0,99259865;1;1;Boss;2119,7
acc033317;1;3;9403,03;0,4269842519015126;-406,9212962962489;0,0033141405;0;0;Honest;4014,95
acc024314;3;3;11710,029999999999;1,0409947361409526;152,63796296298665;0,0072551835;0;0;Honest;12190,09
acc040835;1;5;516,22;53,76312883792108;438,08666666666664;0,0014545663;0;0;Honest;27754,14
acc037762;3;4;14416,92;1,431229117433462;371,9915046296889;0,007877791;0;0;Honest;20633,93
acc038447;1;2;13431,78;0,050738583613948694;-1537,1597222222222;0,0018222452;0;0;Honest;681,51
acc040583;2;4;1738,1399999999999;2,8938871788971037;-165,55902777777777;0,0021635105;0;0;Honest;5030,01
acc029404;2;5;8080,93;2,559027786371387;74,43994444444444;0,010917291;0;1;Mule;20679,35
acc036298;1;3;1477,11;1,0325904462738302;57,49490740743111;0,0017797719;0;0;Honest;1525,26
acc011938;3;4;7414,09;8,082842152115564;21,07606481486222;0,0030953179;0;0;Honest;59927,0
acc031138;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;3178,45
acc003510;1;2;1737,62;2,2230566921611623;-1898,8983333333333;0,0011945935;0;0;Honest;3862,85
acc009415;1;2;1483,84;0,5935370825892106;364,2175;0,0032801211;0;0;Honest;880,72
acc019854;4;0;4501,0;0,0;0,0;0,0027769632;0;0;Honest;0,0
acc005448;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;14668,34
acc043976;2;1;3636,88;0,269353761043089;-329,9481944444444;0,0035533803;0;0;Honest;979,61
acc035514;1;2;956,8;1,9482237852865252;-872,9840277777778;0,00128821;0;0;Honest;1864,0800000000002
acc012646;3;3;12400,91;0,3104664815191131;-270,5052777777778;0,0064778454;0;0;Honest;3850,07
acc002402;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;15330,12
acc019866;2;1;2034,26;0,08289951677997512;721,0508333333333;0,0029386156;0;0;Honest;168,64
acc013115;2;4;2775,77;8,774953346446765;-155,28583333333333;0,0019298714;0;0;Honest;24357,34
acc003821;13;1;232190,93;0,009008017280949894;409,43846153848887;0,99259865;1;1;Boss;2091,58
acc033119;2;4;2902,62;10,360200921233503;-1071,5893749999643;0,0014235392;0;0;Honest;30071,83
acc040996;9;9;120401,22;0,8408446491784178;85,44444444444444;0,99259865;1;1;Mule;101238,73
acc037724;21;2;457859,58;0,0039918569795600435;70,91621031744;0,99259865;1;1;Boss;1827,71
acc042590;3;3;1480,19;3,5704634508850153;-1417,4183333333333;0,0010410447;0;0;Honest;5285,0
acc021452;1;4;2274,04;2,6314900727776434;109,33868055552;0,0018858192;0;0;Honest;5984,14
acc028478;2;2;1672,04;0,4960019138183667;270,27444444444444;0,0024006753;0;0;Honest;829,34
acc039078;3;1;4529,360000000001;0,3990952384106398;-1084,3068518518755;0,0045407396;0;0;Honest;1807,65
acc044836;2;1;2787,56;0,8847490825342502;-719,0973611111111;0,002432501;0;0;Honest;2466,3
acc043506;4;2;8306,07;1,1391053300714657;-244,35166666666666;0,0035438873;0;0;Honest;9461,5
acc014686;1;3;349,4;13,410177155776882;905,9179629629867;0,0012071852;0;0;Honest;4685,65
acc042436;5;3;25693,309999999998;1,214785399473482;-71,13698148152889;0,0628117;0;0;Honest;31211,870000000003
acc009477;1;6;2863,36;2,9685999364385323;-339,63458333333335;0,0028157106;0;0;Honest;8500,2
acc027269;4;1;5313,61;0,11339350574561222;-690,9861111111111;0,0025713095;0;0;Honest;602,53
acc027558;1;1;1241,34;30,64074596205744;1084,1880555555556;0,0013428624;0;0;Honest;38035,89
acc040646;7;6;134748,36;0,8361070341704319;98,25299603178667;0,99259865;1;1;Mule;112664,06
acc005583;31;1;602509,19;0,0029406687897877743;-259,6318817204622;0,99259865;1;1;Boss;1771,78
acc038664;2;2;2395,25;0,6082930454313936;-31,74277777777778;0,003571804;0;0;Honest;1457,02
acc022476;2;2;1260,49;11,961705672352242;547,2597222222222;0,0012960254;0;0;Honest;15077,73
acc003444;8;8;196939,59;0,9160430913843636;-239,82607638890667;0,99259865;1;1;Mule;180405,16
acc020390;2;3;10431,96;1,1507941453052493;-457,68282407409777;0,004912102;0;0;Honest;12005,05
acc010241;2;3;8510,72;0,4478640492648692;532,5238425925689;0,0033311662;0;0;Honest;3811,65
acc017945;1;5;1727,15;3,524334746057111;441,2270555555555;0,0012766655;0;0;Honest;6087,09
acc001760;1;4;1415,03;8,965004522840344;565,0344444444445;0,0014545663;0;0;Honest;12685,84
acc016294;3;1;9588,39;0,48106774852947315;-369,1939814814578;0,0036338158;0;0;Honest;4612,67
acc003977;1;2;1431,9;2,445761255944857;138,37583333333333;0,0011418484;0;0;Honest;3502,11
acc004852;2;1;5736,650000000001;0,08231793412891822;531,1540277777777;0,0029962885;0;0;Honest;472,23
acc011970;1;5;12147,08;2,7986834706913344;-697,892;0,0051387968;0;0;Honest;33995,86
acc022357;1;3;839,95;10,494666412686316;483,4415740740267;0,0012960254;0;0;Honest;8815,099999999999
acc020969;3;3;3379,57;0,584060741275543;743,8046296296534;0,0032970558;0;0;Honest;1973,8799999999999
acc001378;2;4;528,5;22,727800798471176;-288,31805555555553;0,002769144;0;0;Honest;12011,87
acc004520;1;3;1223,85;26,039857500040856;83,20055555555555;0,0010607606;0;0;Honest;31869,14
acc009445;5;8;129078,89;0,8686497948154192;-37,86040277774222;0,99259865;1;1;Mule;112124,36
acc019513;16;3;335571,6;0,009549258353529967;255,42991898154665;0,99259865;1;1;Boss;3204,46
acc008053;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;26943,23
acc007024;5;5;84879,91;0,8951115882295837;-66,435;0,99259865;1;1;Mule;75977,0
acc044599;19;1;436970,1;0,0019934315415761506;-895,5375877192533;0,9920724;1;1;Boss;871,07
acc018838;3;4;53453,11;0,8952835681060337;196,65449074069332;0,9791474;1;1;Mule;47855,7
acc037147;3;3;4527,74;3,0504621500745404;265,13472222215114;0,0024372472;0;0;Honest;13811,73
acc007201;1;2;1855,86;2,0092355606804357;1132,6590277777777;0,0019134771;0;0;Honest;3728,88
acc018029;4;1;6985,870000000001;0,12647511838164982;-452,4114583332978;0,0027124083;0;0;Honest;883,54
acc018394;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;48917,5
acc013968;5;2;12216,69;0,6708243633714506;-798,4639722222222;0,009888858;0;0;Honest;8195,26
acc039238;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;3725,68
acc013879;4;5;99633,12;0,8140685733751414;406,62433333333337;0,99259865;1;1;Mule;81108,2
acc041827;3;5;4284,07;2,1859512427405647;369,3769074074311;0,0028340574;0;0;Honest;9364,789999999999
acc028091;1;1;4513,4;0,9520141090660942;1,0;0,0027729217;0;0;Honest;4296,83
acc022580;4;3;14602,5;1,3569639740017299;-82,52314814812443;0,004314577;0;0;Honest;19815,08
acc040640;1;4;432,21;9,671209106473556;-1068,1390277777778;0,001687823;0;0;Honest;4180,09
acc000489;2;1;14357,300000000001;0,1336162554127479;1209,185;0,005829069;0;0;Honest;1918,37
acc020348;1;2;1918,37;1,133956776029775;-890,5140277777778;0,0020570662;0;0;Honest;2175,3599999999997
acc042577;3;4;5512,47;0,7559537630975531;136,56046296298666;0,0048659486;0;0;Honest;4167,18
acc040384;2;2;1911,6699999999998;0,8105069886173418;-1470,35625;0,0024586914;0;0;Honest;1549,4299999999998
acc036826;2;5;20862,54;1,3777606284945991;-254,32338888888887;0,07400128;0;0;Honest;28743,6
acc031645;4;3;18242,29;2,1310673544454373;-392,7766898148267;0,004064978;0;0;Honest;38875,57
acc039603;2;6;11754,640000000001;2,405826630312259;352,8252314815289;0,008017536;0;0;Honest;28279,65
acc036739;3;4;2764,94;9,865787808097794;-496,4174305555911;0,0020535004;0;0;Honest;27278,41
acc036393;1;4;2922,22;7,673037372143876;573,7127777777778;0,0012766655;0;0;Honest;22422,379999999997
acc036814;11;10;218567,07;0,8993573048603659;-25,49093434346667;0,99259865;1;1;Mule;196569,9
acc027374;3;3;4553,84;4,783745621836467;-789,5436111111111;0,0013946998;0;0;Honest;21784,46
acc000091;2;3;3125,7200000000003;1,4236866268039783;991,6633333334045;0,0029546856;0;0;Honest;4450,0599999999995
acc032989;2;3;14023,109999999999;3,6466399774087366;243,33921296298666;0,0022190264;0;0;Honest;51137,27
acc004217;8;5;144209,69999999998;0,8155729596848923;5,627305555555555;0,99259865;1;1;Mule;117613,54000000001
acc038585;18;4;349887,78;0,012396660083508485;-560,0478240740978;0,9920724;1;1;Boss;4337,44
acc032152;4;3;26194,660000000003;0,5657139410422043;-300,8274305556622;0,01663049;0;0;Honest;14818,689999999999
acc032432;2;2;11969,900000000001;0,07780342542258045;1711,0033333333333;0,006458143;0;0;Honest;931,3000000000001
acc017598;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;14562,64
acc023171;3;3;13136,89;1,7927890141509792;-570,1619444443733;0,0046761245;0;0;Honest;23551,69
acc033171;3;3;12641,84;0,20011865351985667;436,97407407409776;0,0070002144;0;0;Honest;2529,87
acc044621;1;4;2302,0;3,214603759323374;658,7942361110755;0,0012766655;0;0;Honest;7400,05
acc017600;5;4;24790,49;0,8333022730481434;196,51469444444444;0,10755298;0;0;Honest;20657,98
acc010063;4;5;15054,119999999999;1,5228239692363492;582,8982222222222;0,009283438;0;0;Honest;22924,79
acc029047;3;1;20190,56;0,3456574034314039;375,30361111118225;0,017156234;0;0;Honest;6979,02
acc033387;3;0;10437,45;0,0;0,0;0,0040536122;0;0;Honest;0,0
acc024066;2;5;3602,87;3,5657501776356693;294,00683333333336;0,0012766655;0;0;Honest;12846,970000000001
acc003001;1;4;611,19;15,216115837696334;-1292,3322222222223;0,001687823;0;0;Honest;9300,09
acc023873;5;2;6066,54;0,39597464786410724;389,9765555555556;0,0034049514;0;0;Honest;2402,2
acc043819;3;3;4011,0199999999995;3,7615400533030177;78,78768518513779;0,0015404432;0;0;Honest;15087,650000000001
acc011461;1;5;2172,38;8,767247133341618;-108,966;0,0019298714;0;0;Honest;19045,88
acc034038;2;2;385,07;22,446608496935703;179,785;0,0011154547;0;0;Honest;8643,74
acc024830;4;1;13704,010000000002;0,18059153445485335;1441,4573611111111;0,005829069;0;0;Honest;2474,83
acc000950;5;4;7698,5;4,896609863467086;26,283736111075555;0,0030953179;0;0;Honest;37696,6
acc036634;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;3895,06
acc030948;1;2;323,26;10,987935781235501;-624,0086111111111;0,0013181361;0;0;Honest;3552,07
acc014096;6;3;71968,62999999999;0,719437521676108;367,31074074076446;0,99259865;1;1;Mule;51776,94
acc034879;4;5;6042,7699999999995;8,704068326167759;-65,31476388892445;0,0043207947;0;0;Honest;52596,770000000004
acc036821;5;4;103666,34;0,8348583701461468;85,00333333333333;0,99259865;1;1;Mule;86546,72
acc028930;2;5;4576,85;9,616125465930791;825,3811944444444;0,0015086663;0;0;Honest;44011,66
acc030751;2;6;15466,0;3,484775970014244;-60,62625;0,0044092466;0;0;Honest;53895,58
acc014677;2;3;2053,9900000000002;1,9260613437195713;179,13097222229334;0,001839622;0;0;Honest;3956,13
acc023614;2;1;3738,38;2,0661969457440232;-441,90375;0,0013316593;0;0;Honest;7724,25
acc009828;4;4;30611,1;0,9019963666786341;186,50465277781336;0,22683528;0;0;Honest;27611,11
acc018584;2;1;2057,6;1,1504172316425367;-386,6776388888889;0,0020952227;0;0;Honest;2367,11
acc043932;1;3;1598,09;3,434203116200488;-323,9153703703467;0,0011605655;0;0;Honest;5488,2
acc007511;2;2;2860,35;0,5978478233509068;13,464444444444444;0,0035167495;0;0;Honest;1710,06
acc000613;2;6;4915,57;0,916284548313729;-447,37708333333336;0,008626315;0;0;Honest;4504,07
acc019307;1;2;3432,41;1,5643044848823862;812,3536111111111;0,0022324943;0;0;Honest;5369,35
acc005698;2;2;11521,73;0,17367428877929897;86,92694444444444;0,002092253;0;0;Honest;2001,03
acc028019;1;3;1128,33;9,960712196678307;-807,7856481481244;0,0010410447;0;0;Honest;11239,07
acc001043;3;0;7303,23;0,0;0,0;0,0028155232;0;0;Honest;0,0
acc005014;5;7;139863,66999999998;0,87613346080984;220,51513492060442;0,99259865;1;1;Mule;122539,25
acc027953;5;3;18898,17;0,19562836209624423;-600,7905740740978;0,004167079;0;0;Honest;3697,02
acc018188;2;4;2915,1099999999997;9,017368067180769;72,79472222222222;0,002079367;0;0;Honest;26286,71
acc007375;3;1;11799,669999999998;0,12055242176059014;434,8275925925689;0,00484026;0;0;Honest;1422,48
acc008167;1;3;775,03;32,9058500206441;-232,53166666666667;0,0014797716;0;0;Honest;25503,350000000002
acc030258;3;0;3168,83;0,0;0,0;0,0023020545;0;0;Honest;0,0
acc039649;3;3;2951,9;5,098753010762523;-305,27879629631997;0,0011605655;0;0;Honest;15051,060000000001
acc037545;2;2;2809,5099999999998;2,185245166434124;337,3198611111111;0,0012298733;0;0;Honest;6139,49
acc004476;2;1;3967,27;0,17829344034199754;-1324,8170833333334;0,0070917257;0;0;Honest;707,34
acc013225;4;3;59128,56;0,7483329970604735;466,95043981475555;0,9798933;1;1;Mule;44247,86
acc014488;2;2;7186,75;0,4442335628294253;886,6118055555555;0,0033311662;0;0;Honest;3192,6000000000004
acc011181;3;7;13767,26;1,326416929427548;573,1144047619556;0,014812675;0;0;Honest;18261,14
acc021688;2;6;8191,6;1,26815607676635;-20,816712962986667;0,018280942;0;0;Honest;10388,240000000002
acc032701;2;2;2297,13;3,777797609201006;-619,0220833333333;0,0010410447;0;0;Honest;8678,130000000001
acc012252;2;1;2146,04;0,8193005754758742;-772,6543055555555;0,002501115;0;0;Honest;1758,26
acc018559;9;5;74425,24;0,8466064944356922;-8,679679012337779;0,99259865;1;1;Mule;63008,9
acc023127;24;2;569180,64;0,005746646517234906;-626,4307870370133;0,9920724;1;1;Boss;3270,88
acc027887;2;3;2670,25;2,6110528562761677;94,43004629632;0,0011695755;0;0;Honest;6972,1900000000005
acc035584;7;3;9077,58;4,1162423066034055;-680,3514550264889;0,0017026447;0;0;Honest;37365,560000000005
acc026655;1;3;1991,26;2,544275763708588;-445,93916666666667;0,001187367;0;0;Honest;5066,34
acc012384;1;2;1072,04;15,576036565458702;-1279,4441666666667;0,0010410447;0;0;Honest;16698,29
acc016185;1;2;1225,1;1,60379068002057;-19,84263888888889;0,0014141937;0;0;Honest;1964,8200000000002
acc018203;4;4;27187,190000000002;0,27264190501412433;57,744027777848885;0,011586784;0;0;Honest;7412,370000000001
acc004027;2;1;1019,3100000000001;0,31331672095122237;-122,37277777777778;0,0051481226;0;0;Honest;319,37
acc028302;4;3;14509,02;0,232782618824277;-116,45967592590222;0,0029185486;0;0;Honest;3377,45
acc014071;0;1;0,0;0,0;9999,0;0,0023856927;0;0;Honest;935,98
acc029808;2;3;3232,89;12,464072504562466;-1137,8201851851377;0,0010410447;0;0;Honest;40295,1
acc014699;2;3;5514,849999999999;1,1056636070543948;150,5415277778489;0,0045598564;0;0;Honest;6097,58
acc004714;4;1;8831,65;0,688436828410514;-7,049166666666666;0,0034264892;0;0;Honest;6080,04
acc038582;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;4266,49
acc000775;4;0;4858,87;0,0;0,0;0,0023909425;0;0;Honest;0,0
acc015386;2;4;4946,46;1,228841982262098;-82,57409722225778;0,0060316157;0;0;Honest;6078,43
acc024895;2;3;1840,01;9,653183117574809;-221,2187499999289;0,00133028;0;0;Honest;17762,05
acc017091;20;4;460782,12;0,03170580855642123;408,41780555555556;0,99259865;1;1;Boss;14609,47
acc001675;3;0;8639,07;0,0;0,0;0,0028155232;0;0;Honest;0,0
acc036485;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;3007,86
acc036700;2;3;1852,3899999999999;2,2061865687756423;507,1431018518045;0,0013950724;0;0;Honest;4086,74
acc029809;3;4;4319,34;15,494183152557676;-73,40673611107556;0,0021405444;0;0;Honest;66924,8
acc021909;1;1;1431,86;0,24859798724744564;1044,6686111111112;0,0023716132;0;0;Honest;355,96
acc029341;0;5;0,0;0,0;9999,0;0,0032509647;0;0;Honest;17372,52
acc031976;2;0;8317,8;0,0;0,0;0,0029207836;0;0;Honest;0,0
acc018598;1;2;3675,2;10,145929076161634;1619,9490277777777;0,0012492988;0;0;Honest;37288,42
acc030531;2;1;13666,41;0,8355480074518419;-29,186666666666667;0,005849941;0;0;Honest;11418,95
acc019023;1;4;1328,74;3,7361730950141108;298,4656249999644;0,0014545663;0;0;Honest;4964,44
acc044684;6;1;6273,51;0,2792339866613958;307,34560185187553;0,003653443;0;0;Honest;1751,78
acc043292;1;3;1658,45;2,239288255369439;1794,5;0,0012994516;0;0;Honest;3713,77
acc022190;2;4;2541,02;9,02586352778204;-807,9709027777423;0,0014814361;0;0;Honest;22934,989999999998
acc000914;3;2;12841,53;1,02792188475837;-362,7189814814578;0,0050902246;0;0;Honest;13200,1
acc013690;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;3621,83
acc038390;1;3;955,13;33,812760433025524;-758,2437037037511;0,0011580709;0;0;Honest;32295,92
acc010816;3;5;11154,96;1,4866942717013134;374,6103703703467;0,015685396;0;0;Honest;16584,03
acc034242;3;3;11108,689999999999;0,7691890140160416;-105,94194444451556;0,016454108;0;0;Honest;8544,69
acc021324;3;1;6622,719999999999;0,08154341185583588;-624,5299074074312;0,0027124083;0;0;Honest;540,04
acc017342;1;4;540,04;8,750597166928989;1218,7932638889242;0,0014545663;0;0;Honest;4725,76
acc001787;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1506,68
acc025261;4;2;19020,030000000002;0,17040447864462954;298,37965277781336;0,003046876;0;0;Honest;3241,1
acc005334;0;1;0,0;0,0;9999,0;0,0023856927;0;0;Honest;24936,52
acc017776;3;5;54603,73;0,9107513514642036;-115,28781481479112;0,97583765;1;1;Mule;49730,43
acc026785;14;1;201328,58;0,010757687221670802;-541,1261309523911;0,9920724;1;1;Boss;2165,83
acc023670;1;2;310,04;30,959780680535395;30,169444444444444;0,0016494555;0;0;Honest;9599,08
acc014468;3;1;5193,11;0,14768963551776196;-878,8695370370845;0,0025713095;0;0;Honest;766,97
acc039708;1;3;1597,74;17,602052886872166;-375,61287037041774;0,0011605655;0;0;Honest;28123,68
acc011139;1;3;579,32;3,5639963406003483;368,84842592590223;0,0011154547;0;0;Honest;2064,73
acc028594;4;2;8067,0599999999995;0,2962909705754382;115,71972222222222;0,003387289;0;0;Honest;2390,2
acc015830;2;2;9364,460000000001;0,1966112337377342;-420,94930555555555;0,0028557316;0;0;Honest;1841,16
acc004186;3;3;7673,039999999999;8,203521415864618;520,81009259264;0,001966684;0;0;Honest;62946,03
acc036272;2;5;10165,300000000001;0,6263340714646183;640,5958055555556;0,00951519;0;0;Honest;6366,88
acc035624;4;1;16341,88;0,7524325521711381;-290,45743055559115;0,017657816;0;0;Honest;12296,17
acc018265;2;3;2409,29;1,0076910305897977;88,61907407409778;0,0019246845;0;0;Honest;2427,83
acc010872;2;2;3887,5600000000004;0,5948420221372218;820,8131944444444;0,0032970558;0;0;Honest;2312,49
acc030865;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;50647,96
acc032113;5;3;124181,56;0,880478721600959;-86,88044444444444;0,99259865;1;1;Mule;109339,23
acc040951;26;2;564363,4299999999;0,0021523364447562374;90,25570512817778;0,99259865;1;1;Boss;1214,7
acc042144;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;42283,47
acc034903;8;2;50987,88;0,7244973267181679;-270,4928819444622;0,96470124;1;1;Mule;36940,590000000004
acc014331;20;0;305068,12;0,0;0,0;0,99259865;1;1;Boss;0,0
acc001934;3;5;17031,44;1,4481744067592603;25,44911111104;0,019370943;0;0;Honest;24664,510000000002
acc010844;6;7;113174,88;0,9246505121409881;167,24940476195556;0,99259865;1;1;Mule;104647,22
acc016070;18;2;234423,18;0,013254320103740589;91,19924382720001;0,99259865;1;1;Boss;3107,12
acc015559;4;2;4418,33;0,37484439857503044;640,0502083332977;0,0029453447;0;0;Honest;1656,19
