account_id,is_fraud,role
acc021301,0,Honest
acc020746,0,Honest
acc006692,0,Honest
acc002092,0,Honest
acc017675,0,Honest
acc009349,0,Honest
acc024928,0,Honest
acc028852,0,Honest
acc036810,0,Honest
acc009100,0,Honest
acc004538,0,Honest
acc011608,0,Honest
acc040475,0,Honest
acc013562,0,Honest
acc030864,0,Honest
acc041690,0,Honest
acc032633,0,Honest
acc044877,0,Honest
acc023853,0,Honest
acc016876,0,Honest
acc035198,0,Honest
acc032174,0,Honest
acc024865,0,Honest
acc017641,0,Honest
acc017001,0,Honest
acc027482,0,Honest
acc020422,0,Honest
acc002044,0,Honest
acc031521,0,Honest
acc027176,0,Honest
acc042819,0,Honest
acc022942,0,Honest
acc005868,0,Honest
acc009838,0,Honest
acc038211,0,Honest
acc042147,0,Honest
acc035617,0,Honest
acc039399,0,Honest
acc026516,0,Honest
acc029948,0,Honest
acc019854,0,Honest
acc043121,0,Honest
acc042681,0,Honest
acc029562,0,Honest
acc017440,0,Honest
acc042101,0,Honest
acc044051,0,Honest
acc015330,0,Honest
acc013860,0,Honest
acc019321,0,Honest
acc014382,0,Honest
acc021766,0,Honest
acc034513,0,Honest
acc041198,0,Honest
acc042882,0,Honest
acc008550,0,Honest
acc014996,0,Honest
acc039001,0,Honest
acc008362,0,Honest
acc014421,0,Honest
acc018921,0,Honest
acc013625,0,Honest
acc012764,0,Honest
acc024334,0,Honest
acc028875,0,Honest
acc001893,0,Honest
acc029318,0,Honest
acc022669,0,Honest
acc016544,0,Honest
acc022132,0,Honest
acc041392,0,Honest
acc009791,0,Honest
acc007038,0,Honest
acc012148,0,Honest
acc023647,0,Honest
acc026779,0,Honest
acc028851,0,Honest
acc041044,0,Honest
acc033584,0,Honest
acc004901,0,Honest
acc021852,0,Honest
acc030883,0,Honest
acc021360,0,Honest
acc044914,0,Honest
acc018329,0,Honest
acc024083,0,Honest
acc029078,0,Honest
acc012055,0,Honest
acc031909,0,Honest
acc005893,0,Honest
acc014659,0,Honest
acc025758,0,Honest
acc036608,0,Honest
acc037271,0,Honest
acc026727,0,Honest
acc012942,0,Honest
acc033293,0,Honest
acc005389,0,Honest
acc024957,0,Honest
acc037288,0,Honest
acc000088,0,Honest
acc013431,0,Honest
acc027036,0,Honest
acc006926,0,Honest
acc011145,0,Honest
acc036038,0,Honest
acc029124,0,Honest
acc008983,0,Honest
acc022721,0,Honest
acc040388,0,Honest
acc018914,0,Honest
acc030362,0,Honest
acc010193,0,Honest
acc012261,0,Honest
acc007733,0,Honest
acc027544,0,Honest
acc038099,0,Honest
acc011646,0,Honest
acc032909,0,Honest
acc023499,0,Honest
acc030773,0,Honest
acc044278,0,Honest
acc016674,0,Honest
acc035220,0,Honest
acc041165,0,Honest
acc017954,0,Honest
acc032797,0,Honest
acc006069,0,Honest
acc021964,0,Honest
acc021518,0,Honest
acc033284,0,Honest
acc003068,0,Honest
acc016126,0,Honest
acc037935,0,Honest
acc029261,0,Honest
acc044430,0,Honest
acc017686,0,Honest
acc044776,0,Honest
acc041215,0,Honest
acc024049,0,Honest
acc038409,0,Honest
acc038611,0,Honest
acc002076,0,Honest
acc006813,0,Honest
acc037135,0,Honest
acc000994,0,Honest
acc040352,0,Honest
acc042682,0,Honest
acc028370,0,Honest
acc012103,0,Honest
acc028353,0,Honest
acc023674,0,Honest
acc004960,0,Honest
acc000298,0,Honest
acc032429,0,Honest
acc028166,0,Honest
acc010646,0,Honest
acc021064,0,Honest
acc006301,0,Honest
acc002834,0,Honest
acc034941,0,Honest
acc026127,0,Honest
acc020983,0,Honest
acc037057,0,Honest
acc005574,0,Honest
acc001054,0,Honest
acc015101,0,Honest
acc028309,0,Honest
acc034563,0,Honest
acc015844,0,Honest
acc001567,0,Honest
acc032580,0,Honest
acc000806,0,Honest
acc021495,0,Honest
acc036929,0,Honest
acc039792,0,Honest
acc022264,0,Honest
acc019956,0,Honest
acc012129,0,Honest
acc031823,0,Honest
acc034760,0,Honest
acc010019,0,Honest
acc024430,0,Honest
acc007793,0,Honest
acc016407,0,Honest
acc029463,0,Honest
acc036646,0,Honest
acc007569,0,Honest
acc014213,0,Honest
acc013154,0,Honest
acc027312,0,Honest
acc030380,0,Honest
acc026403,0,Honest
acc000422,0,Honest
acc007631,0,Honest
acc042168,0,Honest
acc004481,0,Honest
acc024767,0,Honest
acc028867,0,Honest
acc040714,0,Honest
acc023023,0,Honest
acc013342,0,Honest
acc022461,0,Honest
acc017264,0,Honest
acc017486,0,Honest
acc038253,0,Honest
acc013796,0,Honest
acc002541,0,Honest
acc029990,0,Honest
acc022793,0,Honest
acc040275,0,Honest
acc003874,0,Honest
acc005920,0,Honest
acc022609,0,Honest
acc016725,0,Honest
acc013065,0,Honest
acc026732,0,Honest
acc027652,0,Honest
acc022495,0,Honest
acc043444,0,Honest
acc012825,0,Honest
acc030108,0,Honest
acc038850,0,Honest
acc030956,0,Honest
acc016027,0,Honest
acc029951,0,Honest
acc005038,0,Honest
acc011175,0,Honest
acc043799,0,Honest
acc031801,0,Honest
acc041979,0,Honest
acc015935,0,Honest
acc026317,0,Honest
acc011741,0,Honest
acc031563,0,Honest
acc002869,0,Honest
acc017263,0,Honest
acc035607,0,Honest
acc023188,0,Honest
acc010869,0,Honest
acc041028,0,Honest
acc001125,0,Honest
acc037001,0,Honest
acc012038,0,Honest
acc022019,0,Honest
acc014454,0,Honest
acc000025,0,Honest
acc024930,0,Honest
acc031482,0,Honest
acc034067,0,Honest
acc016459,0,Honest
acc043045,0,Honest
acc008684,0,Honest
acc009323,0,Honest
acc024029,0,Honest
acc042324,0,Honest
acc017613,0,Honest
acc029669,0,Honest
acc038157,0,Honest
acc017512,0,Honest
acc011776,0,Honest
acc037227,0,Honest
acc016210,0,Honest
acc032765,0,Honest
acc023130,0,Honest
acc015021,0,Honest
acc001601,0,Honest
acc009756,0,Honest
acc000781,0,Honest
acc043727,0,Honest
acc031600,0,Honest
acc023488,0,Honest
acc003798,0,Honest
acc038170,0,Honest
acc028119,0,Honest
acc001577,0,Honest
acc003021,0,Honest
acc040576,0,Honest
acc029773,0,Honest
acc037375,0,Honest
acc002894,0,Honest
acc014933,0,Honest
acc015105,0,Honest
acc003650,0,Honest
acc007757,0,Honest
acc033333,0,Honest
acc028697,0,Honest
acc020301,0,Honest
acc022524,0,Honest
acc008923,0,Honest
acc003593,0,Honest
acc028626,0,Honest
acc043634,0,Honest
acc030225,0,Honest
acc014321,0,Honest
acc018752,0,Honest
acc040203,0,Honest
acc001419,0,Honest
acc036615,0,Honest
acc009801,0,Honest
acc011338,0,Honest
acc016751,0,Honest
acc015625,0,Honest
acc024949,0,Honest
acc024329,0,Honest
acc034041,0,Honest
acc000416,0,Honest
acc039935,0,Honest
acc007084,0,Honest
acc020640,0,Honest
acc014906,0,Honest
acc041529,0,Honest
acc004541,0,Honest
acc009448,0,Honest
acc019844,0,Honest
acc001334,0,Honest
acc029023,0,Honest
acc023222,0,Honest
acc019282,0,Honest
acc005802,0,Honest
acc009825,0,Honest
acc022291,0,Honest
acc038625,0,Honest
acc038134,0,Honest
acc010105,0,Honest
acc033775,0,Honest
acc044706,0,Honest
acc014224,0,Honest
acc009757,0,Honest
acc005493,0,Honest
acc007139,0,Honest
acc010576,0,Honest
acc012192,0,Honest
acc007162,0,Honest
acc021340,0,Honest
acc042017,0,Honest
acc015329,0,Honest
acc003218,0,Honest
acc030333,0,Honest
acc004172,0,Honest
acc024319,0,Honest
acc009778,0,Honest
acc022931,0,Honest
acc016871,0,Honest
acc014034,0,Honest
acc022840,0,Honest
acc006968,0,Honest
acc040081,0,Honest
acc020468,0,Honest
acc035333,0,Honest
acc011900,0,Honest
acc008234,0,Honest
acc018997,0,Honest
acc030632,0,Honest
acc041126,0,Honest
acc041436,0,Honest
acc040808,0,Honest
acc017733,0,Honest
acc008258,0,Honest
acc011768,0,Honest
acc033389,0,Honest
acc029549,0,Honest
acc025998,0,Honest
acc022850,0,Honest
acc021126,0,Honest
acc031513,0,Honest
acc019389,0,Honest
acc006922,0,Honest
acc025956,0,Honest
acc021328,0,Honest
acc022518,0,Honest
acc042303,0,Honest
acc037997,0,Honest
acc034724,0,Honest
acc003130,0,Honest
acc024046,0,Honest
acc040011,0,Honest
acc035213,0,Honest
acc031261,0,Honest
acc015627,0,Honest
acc027671,0,Honest
acc011773,0,Honest
acc022871,0,Honest
acc025499,0,Honest
acc010756,0,Honest
acc014006,0,Honest
acc012813,0,Honest
acc011747,0,Honest
acc010536,0,Honest
acc039895,0,Honest
acc039677,0,Honest
acc009596,0,Honest
acc044388,0,Honest
acc042536,0,Honest
acc028629,0,Honest
acc032904,0,Honest
acc029160,0,Honest
acc039390,0,Honest
acc030151,0,Honest
acc013526,0,Honest
acc014396,0,Honest
acc018761,0,Honest
acc008741,0,Honest
acc044670,0,Honest
acc000723,0,Honest
acc006912,0,Honest
acc024080,0,Honest
acc012024,0,Honest
acc006326,0,Honest
acc017388,0,Honest
acc010944,0,Honest
acc037395,0,Honest
acc033644,0,Honest
acc039795,0,Honest
acc024394,0,Honest
acc032778,0,Honest
acc001756,0,Honest
acc022853,0,Honest
acc008159,0,Honest
acc014552,0,Honest
acc042498,0,Honest
acc024199,0,Honest
acc038343,0,Honest
acc034876,0,Honest
acc010325,0,Honest
acc030233,0,Honest
acc023421,0,Honest
acc033496,0,Honest
acc010613,0,Honest
acc030169,0,Honest
acc030581,0,Honest
acc008001,0,Honest
acc032812,0,Honest
acc008366,0,Honest
acc011181,0,Honest
acc008584,0,Honest
acc043396,0,Honest
acc043977,0,Honest
acc043772,0,Honest
acc036244,0,Honest
acc028896,0,Honest
acc022425,0,Honest
acc027760,0,Honest
acc009613,0,Honest
acc033603,0,Honest
acc021259,0,Honest
acc015336,0,Honest
acc006426,0,Honest
acc041487,0,Honest
acc022125,0,Honest
acc035517,0,Honest
acc035943,0,Honest
acc026807,0,Honest
acc012029,0,Honest
acc006712,0,Honest
acc038875,0,Honest
acc007620,0,Honest
acc023557,0,Honest
acc007475,0,Honest
acc036129,0,Honest
acc030474,0,Honest
acc011256,0,Honest
acc003039,0,Honest
acc013011,0,Honest
acc035203,0,Honest
acc007850,0,Honest
acc043868,0,Honest
acc030636,0,Honest
acc030379,0,Honest
acc023770,0,Honest
acc033617,0,Honest
acc029109,0,Honest
acc004894,0,Honest
acc026605,0,Honest
acc026484,0,Honest
acc036363,0,Honest
acc030342,0,Honest
acc030491,0,Honest
acc021585,0,Honest
acc035068,0,Honest
acc018122,0,Honest
acc040464,0,Honest
acc039801,0,Honest
acc044900,0,Honest
acc005571,0,Honest
acc008864,0,Honest
acc026373,0,Honest
acc019980,0,Honest
acc003788,0,Honest
acc009162,0,Honest
acc023383,0,Honest
acc042760,0,Honest
acc028931,0,Honest
acc044567,0,Honest
acc018918,0,Honest
acc044591,0,Honest
acc011877,0,Honest
acc044746,0,Honest
acc022796,0,Honest
acc041498,0,Honest
acc001378,0,Honest
acc000074,0,Honest
acc044466,0,Honest
acc033492,0,Honest
acc007727,0,Honest
acc012708,0,Honest
acc041042,0,Honest
acc022003,0,Honest
acc000287,0,Honest
acc002497,0,Honest
acc020361,0,Honest
acc044690,0,Honest
acc030397,0,Honest
acc026577,0,Honest
acc026191,0,Honest
acc039573,0,Honest
acc025197,0,Honest
acc005529,0,Honest
acc022582,0,Honest
acc015311,0,Honest
acc032423,0,Honest
acc037412,0,Honest
acc026410,0,Honest
acc029249,0,Honest
acc031002,0,Honest
acc029787,0,Honest
acc020360,0,Honest
acc043582,0,Honest
acc040695,0,Honest
acc034131,0,Honest
acc040971,0,Honest
acc044730,0,Honest
acc043697,0,Honest
acc000538,0,Honest
acc022198,0,Honest
acc015944,0,Honest
acc021594,0,Honest
acc040066,0,Honest
acc037415,0,Honest
acc022479,0,Honest
acc027376,0,Honest
acc017468,0,Honest
acc018764,0,Honest
acc040773,0,Honest
acc021603,0,Honest
acc030531,0,Honest
acc026014,0,Honest
acc040415,0,Honest
acc030774,0,Honest
acc009659,0,Honest
acc036449,0,Honest
acc002122,0,Honest
acc008077,0,Honest
acc019959,0,Honest
acc027549,0,Honest
acc042634,0,Honest
acc012085,0,Honest
acc041414,0,Honest
acc011513,0,Honest
acc017276,0,Honest
acc000787,0,Honest
acc013370,0,Honest
acc019966,0,Honest
acc027962,0,Honest
acc000137,0,Honest
acc032529,0,Honest
acc013775,0,Honest
acc007865,0,Honest
acc043673,0,Honest
acc026533,0,Honest
acc013549,0,Honest
acc011654,0,Honest
acc000328,0,Honest
acc003910,0,Honest
acc006525,0,Honest
acc003225,0,Honest
acc035513,0,Honest
acc013794,0,Honest
acc041365,0,Honest
acc039469,0,Honest
acc042718,0,Honest
acc009124,0,Honest
acc008233,0,Honest
acc016735,0,Honest
acc015339,0,Honest
acc002220,0,Honest
acc005391,0,Honest
acc011144,0,Honest
acc020946,0,Honest
acc011648,0,Honest
acc007518,0,Honest
acc039425,0,Honest
acc030213,0,Honest
acc013858,0,Honest
acc012486,0,Honest
acc022886,0,Honest
acc026176,0,Honest
acc015165,0,Honest
acc012277,0,Honest
acc019084,0,Honest
acc030253,0,Honest
acc029992,0,Honest
acc000304,0,Honest
acc044470,0,Honest
acc036274,0,Honest
acc016899,0,Honest
acc000786,0,Honest
acc036718,0,Honest
acc012172,0,Honest
acc028132,0,Honest
acc019141,0,Honest
acc019091,0,Honest
acc042435,0,Honest
acc001030,0,Honest
acc023681,0,Honest
acc042997,0,Honest
acc017996,0,Honest
acc034102,0,Honest
acc025867,0,Honest
acc030000,0,Honest
acc039819,0,Honest
acc004123,0,Honest
acc008975,0,Honest
acc021057,0,Honest
acc020615,0,Honest
acc022787,0,Honest
acc015141,0,Honest
acc037644,0,Honest
acc001542,0,Honest
acc017546,0,Honest
acc001276,0,Honest
acc038235,0,Honest
acc026328,0,Honest
acc032549,0,Honest
acc032074,0,Honest
acc026233,0,Honest
acc018283,0,Honest
acc020768,0,Honest
acc020021,0,Honest
acc040218,0,Honest
acc008056,0,Honest
acc042924,0,Honest
acc019184,0,Honest
acc042326,0,Honest
acc003795,0,Honest
acc037275,0,Honest
acc041067,0,Honest
acc005575,0,Honest
acc029583,0,Honest
acc037351,0,Honest
acc003005,0,Honest
acc034947,0,Honest
acc007121,0,Honest
acc007240,0,Honest
acc034814,0,Honest
acc036504,0,Honest
acc024177,0,Honest
acc004965,0,Honest
acc039991,0,Honest
acc039113,0,Honest
acc007678,0,Honest
acc001613,0,Honest
acc008409,0,Honest
acc044325,0,Honest
acc030067,0,Honest
acc033115,0,Honest
acc015855,0,Honest
acc041573,0,Honest
acc011399,0,Honest
acc020436,0,Honest
acc037574,0,Honest
acc023603,0,Honest
acc008672,0,Honest
acc043482,0,Honest
acc003220,0,Honest
acc013666,0,Honest
acc014689,0,Honest
acc042991,0,Honest
acc006064,0,Honest
acc032677,0,Honest
acc012943,0,Honest
acc030848,0,Honest
acc014788,0,Honest
acc042818,0,Honest
acc032798,0,Honest
acc004280,0,Honest
acc011967,0,Honest
acc000316,0,Honest
acc022699,0,Honest
acc038010,0,Honest
acc009186,0,Honest
acc031624,0,Honest
acc012588,0,Honest
acc003097,0,Honest
acc035359,0,Honest
acc019583,0,Honest
acc043172,0,Honest
acc011670,0,Honest
acc004862,0,Honest
acc015708,0,Honest
acc012463,0,Honest
acc003007,0,Honest
acc002243,0,Honest
acc019887,0,Honest
acc001330,0,Honest
acc036139,0,Honest
acc031011,0,Honest
acc038151,0,Honest
acc038821,0,Honest
acc022675,0,Honest
acc000256,0,Honest
acc025937,0,Honest
acc013120,0,Honest
acc035169,0,Honest
acc012400,0,Honest
acc020454,0,Honest
acc029676,0,Honest
acc015725,0,Honest
acc013896,0,Honest
acc013633,0,Honest
acc006695,0,Honest
acc044333,0,Honest
acc000242,0,Honest
acc019407,0,Honest
acc020456,0,Honest
acc032171,0,Honest
acc014354,0,Honest
acc019945,0,Honest
acc025032,0,Honest
acc011371,0,Honest
acc037445,0,Honest
acc017163,0,Honest
acc019774,0,Honest
acc012178,0,Honest
acc005362,0,Honest
acc020274,0,Honest
acc017312,0,Honest
acc027742,0,Honest
acc008123,0,Honest
acc044460,0,Honest
acc018699,0,Honest
acc038950,0,Honest
acc001695,0,Honest
acc028915,0,Honest
acc011910,0,Honest
acc022672,0,Honest
acc017571,0,Honest
acc038396,0,Honest
acc017171,0,Honest
acc009333,0,Honest
acc017702,0,Honest
acc023154,0,Honest
acc022481,0,Honest
acc038518,0,Honest
acc039145,0,Honest
acc000278,0,Honest
acc044441,0,Honest
acc026091,0,Honest
acc011574,0,Honest
acc023124,0,Honest
acc038466,0,Honest
acc000991,0,Honest
acc014520,0,Honest
acc043141,0,Honest
acc006552,0,Honest
acc038189,0,Honest
acc040088,0,Honest
acc033497,0,Honest
acc036763,0,Honest
acc009149,0,Honest
acc021666,0,Honest
acc020766,0,Honest
acc029606,0,Honest
acc032510,0,Honest
acc014889,0,Honest
acc004630,0,Honest
acc033637,0,Honest
acc043032,0,Honest
acc010473,0,Honest
acc025291,0,Honest
acc037600,0,Honest
acc044261,0,Honest
acc022266,0,Honest
acc009929,0,Honest
acc003067,0,Honest
acc042436,0,Honest
acc019477,0,Honest
acc028905,0,Honest
acc005301,0,Honest
acc013584,0,Honest
acc029828,0,Honest
acc009237,0,Honest
acc028077,0,Honest
acc041538,0,Honest
acc039793,0,Honest
acc025268,0,Honest
acc042110,0,Honest
acc034204,0,Honest
acc015237,0,Honest
acc006737,0,Honest
acc006089,0,Honest
acc029240,0,Honest
acc018962,0,Honest
acc043535,0,Honest
acc038778,0,Honest
acc018570,0,Honest
acc017285,0,Honest
acc030496,0,Honest
acc027928,0,Honest
acc005388,0,Honest
acc030929,0,Honest
acc021630,0,Honest
acc016190,0,Honest
acc031254,0,Honest
acc020027,0,Honest
acc021100,0,Honest
acc034543,0,Honest
acc030634,0,Honest
acc020299,0,Honest
acc015497,0,Honest
acc027718,0,Honest
acc017750,0,Honest
acc033668,0,Honest
acc017535,0,Honest
acc001517,0,Honest
acc015775,0,Honest
acc036802,0,Honest
acc021290,0,Honest
acc030483,0,Honest
acc021181,0,Honest
acc013907,0,Honest
acc038869,0,Honest
acc016760,0,Honest
acc033500,0,Honest
acc024344,0,Honest
acc028271,0,Honest
acc039351,0,Honest
acc001925,0,Honest
acc037234,0,Honest
acc015968,0,Honest
acc011999,0,Honest
acc007829,0,Honest
acc022358,0,Honest
acc033525,0,Honest
acc019654,0,Honest
acc005455,0,Honest
acc040504,0,Honest
acc025354,0,Honest
acc012497,0,Honest
acc011317,0,Honest
acc005632,0,Honest
acc015270,0,Honest
acc019946,0,Honest
acc003466,0,Honest
acc018556,0,Honest
acc037527,0,Honest
acc031004,0,Honest
acc039255,0,Honest
acc010308,0,Honest
acc041398,0,Honest
acc011416,0,Honest
acc028040,0,Honest
acc026205,0,Honest
acc007234,0,Honest
acc044194,0,Honest
acc000505,0,Honest
acc014746,0,Honest
acc010047,0,Honest
acc012831,0,Honest
acc035352,0,Honest
acc015390,0,Honest
acc016737,0,Honest
acc024419,0,Honest
acc006829,0,Honest
acc016684,0,Honest
acc012491,0,Honest
acc000313,0,Honest
acc030840,0,Honest
acc019621,0,Honest
acc016030,0,Honest
acc044242,0,Honest
acc003869,0,Honest
acc012899,0,Honest
acc040505,0,Honest
acc004071,0,Honest
acc001886,0,Honest
acc008614,0,Honest
acc006822,0,Honest
acc043153,0,Honest
acc001794,0,Honest
acc019415,0,Honest
acc022429,0,Honest
acc028229,0,Honest
acc026496,0,Honest
acc007018,0,Honest
acc031711,0,Honest
acc012450,0,Honest
acc012706,0,Honest
acc022862,0,Honest
acc012648,0,Honest
acc015314,0,Honest
acc015499,0,Honest
acc034702,0,Honest
acc038830,0,Honest
acc035002,0,Honest
acc009126,0,Honest
acc004669,0,Honest
acc003244,0,Honest
acc040295,0,Honest
acc019624,0,Honest
acc044685,0,Honest
acc039267,0,Honest
acc025893,0,Honest
acc004266,0,Honest
acc020482,0,Honest
acc011901,0,Honest
acc010444,0,Honest
acc020670,0,Honest
acc042333,0,Honest
acc020829,0,Honest
acc034518,0,Honest
acc025311,0,Honest
acc014985,0,Honest
acc023976,0,Honest
acc033837,0,Honest
acc028557,0,Honest
acc037890,0,Honest
acc030795,0,Honest
acc007612,0,Honest
acc040294,0,Honest
acc025890,0,Honest
acc044282,0,Honest
acc009457,0,Honest
acc036588,0,Honest
acc032244,0,Honest
acc018301,0,Honest
acc033581,0,Honest
acc040220,0,Honest
acc019045,0,Honest
acc026986,0,Honest
acc022369,0,Honest
acc038349,0,Honest
acc033120,0,Honest
acc005072,0,Honest
acc027206,0,Honest
acc002356,0,Honest
acc022205,0,Honest
acc016170,0,Honest
acc038697,0,Honest
acc030674,0,Honest
acc034283,0,Honest
acc040072,0,Honest
acc033733,0,Honest
acc033635,0,Honest
acc023758,0,Honest
acc003309,0,Honest
acc020752,0,Honest
acc034137,0,Honest
acc021999,0,Honest
acc031620,0,Honest
acc041197,0,Honest
acc029387,0,Honest
acc020294,0,Honest
acc009338,0,Honest
acc013544,0,Honest
acc009495,0,Honest
acc042725,0,Honest
acc006322,0,Honest
acc032169,0,Honest
acc011110,0,Honest
acc022688,0,Honest
acc011093,0,Honest
acc043119,0,Honest
acc013571,0,Honest
acc044918,0,Honest
acc009404,0,Honest
acc043478,0,Honest
acc041206,0,Honest
acc040909,0,Honest
acc042878,0,Honest
acc007144,0,Honest
acc030415,0,Honest
acc030988,0,Honest
acc030560,0,Honest
acc036951,0,Honest
acc011728,0,Honest
acc016181,0,Honest
acc024243,0,Honest
acc003487,0,Honest
acc036695,0,Honest
acc008348,0,Honest
acc042063,0,Honest
acc011478,0,Honest
acc033001,0,Honest
acc032499,0,Honest
acc002793,0,Honest
acc018533,0,Honest
acc019144,0,Honest
acc013330,0,Honest
acc039883,0,Honest
acc015825,0,Honest
acc027031,0,Honest
acc003651,0,Honest
acc000071,0,Honest
acc040302,0,Honest
acc007300,0,Honest
acc040020,0,Honest
acc029374,0,Honest
acc010824,0,Honest
acc001720,0,Honest
acc007863,0,Honest
acc023670,0,Honest
acc022157,0,Honest
acc013592,0,Honest
acc016517,0,Honest
acc040113,0,Honest
acc037469,0,Honest
acc035654,0,Honest
acc028390,0,Honest
acc020846,0,Honest
acc003618,0,Honest
acc024918,0,Honest
acc031086,0,Honest
acc039635,0,Honest
acc011474,0,Honest
acc018674,0,Honest
acc006128,0,Honest
acc028000,0,Honest
acc041039,0,Honest
acc026623,0,Honest
acc007825,0,Honest
acc021066,0,Honest
acc035327,0,Honest
acc018844,0,Honest
acc007293,0,Honest
acc012538,0,Honest
acc028789,0,Honest
acc040843,0,Honest
acc009071,0,Honest
acc030649,0,Honest
acc029322,0,Honest
acc018278,0,Honest
acc009356,0,Honest
acc033765,0,Honest
acc035022,0,Honest
acc011060,0,Honest
acc020129,0,Honest
acc031579,0,Honest
acc030992,0,Honest
acc023791,0,Honest
acc036880,0,Honest
acc043845,0,Honest
acc038331,0,Honest
acc021316,0,Honest
acc020007,0,Honest
acc012590,0,Honest
acc043161,0,Honest
acc043930,0,Honest
acc016349,0,Honest
acc008192,0,Honest
acc043548,0,Honest
acc008052,0,Honest
acc017414,0,Honest
acc028167,0,Honest
acc017249,0,Honest
acc016531,0,Honest
acc030447,0,Honest
acc037493,0,Honest
acc032200,0,Honest
acc015650,0,Honest
acc007099,0,Honest
acc008137,0,Honest
acc020086,0,Honest
acc003995,0,Honest
acc009572,0,Honest
acc031721,0,Honest
acc011803,0,Honest
acc001507,0,Honest
acc019876,0,Honest
acc001268,0,Honest
acc019658,0,Honest
acc037692,0,Honest
acc000285,0,Honest
acc022526,0,Honest
acc018722,0,Honest
acc020935,0,Honest
acc040802,0,Honest
acc037634,0,Honest
acc005249,0,Honest
acc040583,0,Honest
acc015078,0,Honest
acc003424,0,Honest
acc033022,0,Honest
acc017493,0,Honest
acc031955,0,Honest
acc030793,0,Honest
acc041284,0,Honest
acc014550,0,Honest
acc039211,0,Honest
acc038891,0,Honest
acc011868,0,Honest
acc033266,0,Honest
acc038227,0,Honest
acc042374,0,Honest
acc014777,0,Honest
acc000910,0,Honest
acc014627,0,Honest
acc009436,0,Honest
acc005401,0,Honest
acc014031,0,Honest
acc035653,0,Honest
acc004791,0,Honest
acc021169,0,Honest
acc000875,0,Honest
acc039090,0,Honest
acc000363,0,Honest
acc026933,0,Honest
acc000333,0,Honest
acc021683,0,Honest
acc018696,0,Honest
acc008887,0,Honest
acc032294,0,Honest
acc025748,0,Honest
acc013022,0,Honest
acc019143,0,Honest
acc032557,0,Honest
acc025886,0,Honest
acc016177,0,Honest
acc041693,0,Honest
acc022661,0,Honest
acc036985,0,Honest
acc027392,0,Honest
acc038678,0,Honest
acc015706,0,Honest
acc019452,0,Honest
acc030724,0,Honest
acc018243,0,Honest
acc009129,0,Honest
acc044400,0,Honest
acc037978,0,Honest
acc036112,0,Honest
acc034047,0,Honest
acc002629,0,Honest
acc044915,0,Honest
acc010460,0,Honest
acc006581,0,Honest
acc016191,0,Honest
acc019731,0,Honest
acc019104,0,Honest
acc009701,0,Honest
acc014107,0,Honest
acc031737,0,Honest
acc025733,0,Honest
acc037352,0,Honest
acc022295,0,Honest
acc035263,0,Honest
acc007020,0,Honest
acc033873,0,Honest
acc009141,0,Honest
acc036298,0,Honest
acc027584,0,Honest
acc022105,0,Honest
acc039678,0,Honest
acc008658,0,Honest
acc039655,0,Honest
acc027833,0,Honest
acc030996,0,Honest
acc021613,0,Honest
acc029920,0,Honest
acc031073,0,Honest
acc015634,0,Honest
acc024823,0,Honest
acc009111,0,Honest
acc032743,0,Honest
acc036459,0,Honest
acc025142,0,Honest
acc025604,0,Honest
acc017104,0,Honest
acc021682,0,Honest
acc006421,0,Honest
acc020536,0,Honest
acc019904,0,Honest
acc026987,0,Honest
acc001413,0,Honest
acc003523,0,Honest
acc014362,0,Honest
acc024739,0,Honest
acc006628,0,Honest
acc009151,0,Honest
acc032309,0,Honest
acc011121,0,Honest
acc028804,0,Honest
acc034916,0,Honest
acc013755,0,Honest
acc016472,0,Honest
acc034375,0,Honest
acc000094,0,Honest
acc031101,0,Honest
acc008300,0,Honest
acc032995,0,Honest
acc033441,0,Honest
acc008441,0,Honest
acc015601,0,Honest
acc015531,0,Honest
acc028971,0,Honest
acc033522,0,Honest
acc043646,0,Honest
acc017279,0,Honest
acc008369,0,Honest
acc006298,0,Honest
acc030601,0,Honest
acc004888,0,Honest
acc003943,0,Honest
acc017146,0,Honest
acc022098,0,Honest
acc041520,0,Honest
acc018715,0,Honest
acc008686,0,Honest
acc024542,0,Honest
acc004959,0,Honest
acc023477,0,Honest
acc027844,0,Honest
acc021249,0,Honest
acc014716,0,Honest
acc020085,0,Honest
acc005996,0,Honest
acc002630,0,Honest
acc033996,0,Honest
acc006767,0,Honest
acc012401,0,Honest
acc015059,0,Honest
acc035473,0,Honest
acc033918,0,Honest
acc015758,0,Honest
acc011453,0,Honest
acc013783,0,Honest
acc005029,0,Honest
acc018831,0,Honest
acc009603,0,Honest
acc026190,0,Honest
acc005311,0,Honest
acc014557,0,Honest
acc034862,0,Honest
acc003006,0,Honest
acc009563,0,Honest
acc007042,0,Honest
acc035154,0,Honest
acc035464,0,Honest
acc021270,0,Honest
acc035964,0,Honest
acc042275,0,Honest
acc019664,0,Honest
acc011871,0,Honest
acc011542,0,Honest
acc027170,0,Honest
acc041153,0,Honest
acc028088,0,Honest
acc044770,0,Honest
acc016424,0,Honest
acc026979,0,Honest
acc025531,0,Honest
acc037649,0,Honest
acc031184,0,Honest
acc021165,0,Honest
acc006114,0,Honest
acc040648,0,Honest
acc006136,0,Honest
acc043071,0,Honest
acc029217,0,Honest
acc032161,0,Honest
acc003102,0,Honest
